"Story","Title","Result","Date","Stability","Duration (s)"
"Login","Ingresar a la pagina de Booking y loguearme correctamente en la página","SUCCESS","2022-01-18T10:19:08.3121016-05:00[America/Bogota]","0.0","14.39"
